Time [s];Acceleration [m/s²]
0.029700;1.718714
0.029730;0.550182
0.029760;-0.787282
0.029790;-1.665065
0.029820;-2.128758
0.029850;-1.877708
0.029880;-1.557421
0.029910;-1.103757
0.029940;-0.495997
0.029970;-0.075764
0.030000;-0.054273
0.030030;0.472905
0.030060;0.755386
0.030090;0.848274
0.030120;0.699725
0.030150;0.565580
0.030180;0.252642
0.030210;-0.227760
0.030240;-0.814285
0.030270;-1.553511
0.030300;-1.999037
0.030330;-2.350674
0.030360;-2.318767
0.030390;-1.592397
0.030420;-0.328128
0.030450;0.848954
0.030480;1.947280
0.030510;2.640788
0.030540;2.668268
0.030570;1.779242
0.030600;0.642220
0.030630;-0.439784
0.030660;-1.583717
0.030690;-2.108841
0.030720;-1.728557
0.030750;-0.833293
0.030780;0.345353
0.030810;1.602821
0.030840;2.428078
0.030870;2.544142
0.030900;2.054826
0.030930;1.377458
0.030960;0.525798
0.030990;-0.255980
0.031020;-0.423563
0.031050;-0.193309
0.031080;0.432659
0.031110;1.078869
0.031140;1.443970
0.031170;1.811204
0.031200;2.026357
0.031230;1.907897
0.031260;1.133898
0.031290;0.637098
0.031320;0.600448
0.031350;0.448267
0.031380;0.467977
0.031410;0.945080
0.031440;1.086914
0.031470;1.081412
0.031500;1.200845
0.031530;1.223013
0.031560;0.962721
0.031590;0.862001
0.031620;0.448467
0.031650;0.057641
0.031680;-0.095473
0.031710;-0.248033
0.031740;-0.702980
0.031770;-0.910163
0.031800;-1.040815
0.031830;-1.373030
0.031860;-1.651608
0.031890;-1.795628
0.031920;-1.800804
0.031950;-1.658851
0.031980;-1.397956
0.032010;-1.457006
0.032040;-1.468889
0.032070;-1.177720
0.032100;-1.169292
0.032130;-1.531610
0.032160;-1.679751
0.032190;-1.521697
0.032220;-1.274943
0.032250;-1.114954
0.032280;-0.678736
0.032310;-0.413472
0.032340;-0.235404
0.032370;-0.513754
0.032400;-0.937630
0.032430;-1.317289
0.032460;-1.620538
0.032490;-1.634419
0.032520;-1.268615
0.032550;-0.693400
0.032580;0.189796
0.032610;1.243486
0.032640;2.005483
0.032670;1.836208
0.032700;0.756182
0.032730;-0.563534
0.032760;-1.883280
0.032790;-2.968405
0.032820;-3.413941
0.032850;-3.394378
0.032880;-2.540837
0.032910;-1.230348
0.032940;-0.668197
0.032970;-0.074850
0.033000;0.385720
0.033030;0.336607
0.033060;-0.023052
0.033090;-0.020254
0.033120;-0.073626
0.033150;0.184575
0.033180;0.270885
0.033210;-0.070957
0.033240;-0.525608
0.033270;-0.917148
0.033300;-1.400139
0.033330;-1.568030
0.033360;-1.488072
0.033390;-0.636110
0.033420;0.473627
0.033450;1.106850
0.033480;1.345762
0.033510;1.528750
0.033540;1.277073
0.033570;0.685988
0.033600;0.553948
0.033630;0.788393
0.033660;1.126807
0.033690;1.512289
0.033720;1.366890
0.033750;0.855675
0.033780;0.375709
0.033810;-0.445298
0.033840;-1.240191
0.033870;-1.064903
0.033900;-0.131675
0.033930;0.764007
0.033960;1.452826
0.033990;1.906784
0.034020;1.831417
0.034050;1.099508
0.034080;0.163721
0.034110;-0.507060
0.034140;-0.972054
0.034170;-0.613827
0.034200;0.241185
0.034230;0.991342
0.034260;1.533608
0.034290;1.863489
0.034320;1.580121
0.034350;1.061760
0.034380;0.567533
0.034410;0.240399
0.034440;0.105155
0.034470;-0.095479
0.034500;-0.334750
0.034530;-0.935674
0.034560;-2.478678
0.034590;-3.669066
0.034620;-4.041288
0.034650;-3.820848
0.034680;-3.082444
0.034710;-1.148130
0.034740;1.216948
0.034770;3.009784
0.034800;3.335002
0.034830;2.791769
0.034860;1.624623
0.034890;-0.056970
0.034920;-1.631964
0.034950;-2.497387
0.034980;-2.103813
0.035010;-1.090274
0.035040;-0.747292
0.035070;-0.934162
0.035100;-1.083471
0.035130;-1.380712
0.035160;-1.700555
0.035190;-1.766073
0.035220;-1.066245
0.035250;0.944857
0.035280;3.232183
0.035310;4.483865
0.035340;4.978522
0.035370;4.704656
0.035400;3.145718
0.035430;0.511234
0.035460;-2.106587
0.035490;-3.850779
0.035520;-4.281414
0.035550;-3.767610
0.035580;-2.139271
0.035610;-0.014029
0.035640;1.744127
0.035670;2.735176
0.035700;2.831309
0.035730;2.146024
0.035760;1.115385
0.035790;0.871160
0.035820;0.847367
0.035850;1.197149
0.035880;2.222220
0.035910;3.136304
0.035940;3.121057
0.035970;2.737829
0.036000;2.082004
0.036030;0.841316
0.036060;-0.636722
0.036090;-1.220846
0.036120;-0.667965
0.036150;0.345559
0.036180;1.292846
0.036210;2.416817
0.036240;3.513490
0.036270;3.756688
0.036300;2.775265
0.036330;1.853156
0.036360;0.913772
0.036390;-0.127770
0.036420;-0.642465
0.036450;-0.064558
0.036480;1.102056
0.036510;2.382822
0.036540;3.537489
0.036570;3.497016
0.036600;2.291191
0.036630;0.166354
0.036660;-2.761045
0.036690;-4.879039
0.036720;-5.770009
0.036750;-6.122396
0.036780;-5.969585
0.036810;-4.841832
0.036840;-3.525104
0.036870;-2.772612
0.036900;-2.417209
0.036930;-2.542475
0.036960;-3.215911
0.036990;-3.575269
0.037020;-3.491537
0.037050;-3.280380
0.037080;-2.356790
0.037110;-1.311636
0.037140;-0.635128
0.037170;-0.228962
0.037200;-0.660147
0.037230;-1.484574
0.037260;-2.246435
0.037290;-2.686598
0.037320;-3.466589
0.037350;-3.722837
0.037380;-2.251833
0.037410;-0.665286
0.037440;0.215875
0.037470;1.533640
0.037500;2.757496
0.037530;3.004257
0.037560;2.645053
0.037590;2.440820
0.037620;2.027636
0.037650;1.720689
0.037680;1.759650
0.037710;1.554741
0.037740;1.053489
0.037770;0.323515
0.037800;-0.377296
0.037830;-0.778741
0.037860;-1.040161
0.037890;-0.262037
0.037920;0.958663
0.037950;1.692108
0.037980;2.427238
0.038010;3.015319
0.038040;2.955077
0.038070;2.065368
0.038100;1.000978
0.038130;0.211322
0.038160;-0.306912
0.038190;-0.701794
0.038220;-0.728197
0.038250;-0.754899
0.038280;-0.383726
0.038310;0.000465
0.038340;0.224713
0.038370;0.588496
0.038400;0.975050
0.038430;1.034390
0.038460;0.671554
0.038490;0.364778
0.038520;0.028354
0.038550;-0.254639
0.038580;-0.239193
0.038610;-0.161957
0.038640;0.359508
0.038670;1.381182
0.038700;1.723040
0.038730;1.947378
0.038760;2.527963
0.038790;3.082133
0.038820;2.835962
0.038850;2.361276
0.038880;2.335338
0.038910;2.640154
0.038940;2.603145
0.038970;2.599941
0.039000;2.519046
0.039030;2.690678
0.039060;2.515505
0.039090;2.104252
0.039120;1.628557
0.039150;1.304705
0.039180;1.688483
0.039210;2.220200
0.039240;2.732732
0.039270;3.313134
0.039300;3.885314
0.039330;4.121344
0.039360;3.576284
0.039390;2.926445
0.039420;1.975888
0.039450;0.560844
0.039480;-1.065454
0.039510;-2.727268
0.039540;-4.082192
0.039570;-4.695142
0.039600;-4.631549
0.039630;-3.540501
0.039660;-1.865346
0.039690;-0.511973
0.039720;1.114795
0.039750;2.295100
